PC	H	varH	signal	B	pvalB	lcB	ucB	B2	R2	pvalR2	lcR2	ucR2	Ratio	lcRatio	ucRatio	dataset	gwas	contrasts
5	2.28163698566235e-05	8.8218910648474e-12	0.0670274992209852	-0.00650989407375598	0.884550706415455	-0.0945500875334803	0.0815302993859683	4.23787208515233e-05	0.00901874588915622	0.481351756172249			0.134552922218119			HGDP1KG	WBS_500	eas-afr
6	2.28163698566235e-05	8.8218910648474e-12	0.0670274992209852	0.00490360607411912	0.912905706720941	-0.0831373944527556	0.0929446066009938	2.40453525301379e-05	0.00904279138896315	0.609805537857483			0.134911663034745			HGDP1KG	WBS_500	eas-afr
7	2.28163698566235e-05	8.8218910648474e-12	0.0670274992209852	0.0472194655730787	0.2919724096305	-0.0407243859700882	0.135163317116246	0.00222967792900716	0.0112724692098878	0.586452309206128			0.168176783274029			HGDP1KG	WBS_500	eas-afr
8	2.28163698566235e-05	8.8218910648474e-12	0.0670274992209852	-0.0182314531052297	0.684242191465525	-0.106258878954837	0.0697959727443774	0.000332385882328189	0.0116048553866101	0.673398848024336			0.173135735653059			HGDP1KG	WBS_500	eas-afr
9	2.28163698566235e-05	8.8218910648474e-12	0.0670274992209852	-0.0541101122948969	0.22712591652846	-0.142023187487488	0.0338029628976943	0.00292790425256635	0.0145327591997435	0.613770441518003			0.216817863841674			HGDP1KG	WBS_500	eas-afr
10	2.28163698566235e-05	8.8218910648474e-12	0.0670274992209852	-0.00863952555955289	0.84718942756232	-0.0966782987412918	0.079399247622186	7.46414018941677e-05	0.0146074007311483	0.701232208025441			0.217931459489316			HGDP1KG	WBS_500	eas-afr
11	2.28163698566235e-05	8.8218910648474e-12	0.0670274992209852	-0.0212411973513102	0.635619508253401	-0.109263392364132	0.0667809976615119	0.000451188464917307	0.0150585895889229	0.759628995152853			0.224662858736169			HGDP1KG	WBS_500	eas-afr
12	2.28163698566235e-05	8.8218910648474e-12	0.0670274992209852	-0.0213299618299439	0.634207730762395	-0.109351990458106	0.0666920667982179	0.000454967271666863	0.0155135572000225	0.808697181959676			0.231450634147566			HGDP1KG	WBS_500	eas-afr
13	2.28163698566235e-05	8.8218910648474e-12	0.0670274992209852	-0.0669235805000531	0.135074491208802	-0.154768258406633	0.0209210974065267	0.00447876562694709	0.019992320278786	0.70003036580779			0.298270419024177			HGDP1KG	WBS_500	eas-afr
14	2.28163698566235e-05	8.8218910648474e-12	0.0670274992209852	-0.0470330594136217	0.293883717041271	-0.134977685233585	0.0409115664063419	0.00221210867780527	0.0222044293969029	0.6841008331299			0.331273427398752			HGDP1KG	WBS_500	eas-afr
