H	varH	Signal	PC	B2	R2	Ratio	lc	uc	se	estimate	dataset	gwas	contrasts
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	15	7.36952127252448e-05	0.0743560368860157	0.285714778099685					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	16	3.65079594496459e-05	0.0743925453570368	0.285855062737401					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	17	0.000662423752173621	0.0750549696711509	0.288400443366079					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	18	1.16038577460004e-05	0.0750665736829166	0.288445032047584					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	19	0.000514010924335677	0.0755805844390499	0.290420130173842					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	20	0.00093949546097837	0.0765200809628551	0.29403016712667					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	21	0.000899281220520919	0.0774193616185366	0.297485673683337					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	22	8.27562376470895e-05	0.0775021173045772	0.297803664306073					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	23	0.00654948003319401	0.0840515937551652	0.322970177868616					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	24	0.00074006153475457	0.0847916555821674	0.325813882422238					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	25	4.78602663541089e-05	0.0848395161636229	0.325997787804813					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	26	0.0119691040573975	0.0968086276793585	0.371989373478093					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	27	0.000574599793261629	0.0973832276685793	0.374197287122925					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	28	2.82589555430116e-05	0.0974114869374548	0.374305874012089					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	29	0.000504105630296984	0.0979155926231144	0.376242911677744					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	30	0.00190125133760543	0.0998168506471014	0.383548539266078					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	31	0.0114232900786924	0.111240135421539	0.427442773159974					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	32	0.00410771905710311	0.115347856587269	0.443226786005645					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	33	1.94816892515501e-05	0.115367338276084	0.443301644841993					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	34	8.7441727050427e-05	0.115454779412173	0.443637639414063					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	35	0.00315239718301342	0.1186071756841	0.45575079443195					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	36	4.36528495192096e-05	0.118650828996797	0.45591853328777					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	37	6.81883537233637e-05	0.118719017624488	0.456180549654503					InUKBB	e5_500	NorthernIreland-Scotland
2.4354012959879e-05	5.13011670147433e-12	0.260245680606948	38	0.00793770074684341	0.126656719012094	0.486681349395325					InUKBB	e5_500	NorthernIreland-Scotland
