#FID	IID	SEX
5699688	5699688	2
5274062	5274062	2
4740804	4740804	2
5367282	5367282	2
4609119	4609119	2
5805236	5805236	2
2693889	2693889	2
-1	-1	NA
2793774	2793774	1
1154310	1154310	1
3122492	3122492	2
1836996	1836996	2
1592531	1592531	1
3483514	3483514	2
5044554	5044554	2
1255696	1255696	2
3514230	3514230	1
1312942	1312942	2
3177294	3177294	1
2593896	2593896	1
3763012	3763012	1
2299216	2299216	2
2897202	2897202	1
1365812	1365812	1
1491318	1491318	1
4136351	4136351	2
2110396	2110396	2
5933686	5933686	2
4126272	4126272	1
3036934	3036934	2
1652971	1652971	2
2956834	2956834	2
4157758	4157758	2
2961673	2961673	1
5566709	5566709	1
4206821	4206821	2
1181843	1181843	1
4227903	4227903	1
5740395	5740395	2
5679014	5679014	2
1745042	1745042	2
5875098	5875098	2
2004962	2004962	2
3852410	3852410	2
3915022	3915022	2
4617714	4617714	2
5919965	5919965	1
5113980	5113980	2
3107196	3107196	1
2814223	2814223	1
2385473	2385473	2
5368636	5368636	2
1137390	1137390	2
4433488	4433488	1
4747546	4747546	1
5031936	5031936	2
4959338	4959338	1
3427625	3427625	1
3313258	3313258	1
5126924	5126924	1
5066972	5066972	2
1079464	1079464	2
4621017	4621017	1
4420697	4420697	1
1674193	1674193	2
4746609	4746609	1
3160429	3160429	1
4096148	4096148	1
2353937	2353937	2
4149366	4149366	1
5293308	5293308	2
5954438	5954438	1
2149582	2149582	2
5580254	5580254	2
3810162	3810162	2
4290814	4290814	2
2644052	2644052	2
2056201	2056201	1
3667743	3667743	2
2807933	2807933	2
5997976	5997976	2
3393199	3393199	1
2877999	2877999	2
3801626	3801626	2
1027912	1027912	2
4805576	4805576	1
4079164	4079164	1
4751857	4751857	2
2494183	2494183	2
5876666	5876666	2
5242817	5242817	1
1846569	1846569	1
1756579	1756579	1
2003587	2003587	1
4806500	4806500	1
1580190	1580190	1
5523549	5523549	1
5542658	5542658	1
1504077	1504077	1
3093186	3093186	1
1568435	1568435	2
3043125	3043125	2
5966311	5966311	2
3062540	3062540	1
4277298	4277298	2
5225156	5225156	2
4449928	4449928	2
5415604	5415604	2
3334308	3334308	2
2019296	2019296	1
4314850	4314850	2
2650134	2650134	2
2993232	2993232	1
1047273	1047273	2
1639042	1639042	2
4508059	4508059	1
3702520	3702520	2
5058111	5058111	2
5884346	5884346	1
3209470	3209470	1
5878202	5878202	2
2163484	2163484	2
5833523	5833523	2
2288269	2288269	2
2904992	2904992	2
2336013	2336013	1
5140380	5140380	2
2737676	2737676	2
1092657	1092657	2
1200359	1200359	2
2171018	2171018	2
4170605	4170605	1
4509809	4509809	1
5732290	5732290	2
2118079	2118079	2
3612811	3612811	2
2135601	2135601	1
3424786	3424786	1
3557484	3557484	1
4968141	4968141	1
4272675	4272675	1
4722670	4722670	1
3228406	3228406	1
5400479	5400479	2
2766508	2766508	1
5998667	5998667	1
4244753	4244753	2
3432146	3432146	2
1393023	1393023	1
1195717	1195717	1
1444149	1444149	2
2491693	2491693	2
1875431	1875431	2
5820495	5820495	2
1364597	1364597	2
1194931	1194931	1
3104145	3104145	2
5948301	5948301	1
3113074	3113074	2
2208627	2208627	2
3998016	3998016	1
2112999	2112999	1
2818220	2818220	2
2552033	2552033	2
4966290	4966290	2
2361289	2361289	2
2236102	2236102	1
1002443	1002443	1
1890029	1890029	1
3960558	3960558	1
1484587	1484587	2
2796310	2796310	2
2708166	2708166	1
5867716	5867716	2
2344387	2344387	1
2542229	2542229	2
4065793	4065793	2
5867424	5867424	1
2655774	2655774	1
2615143	2615143	1
2729675	2729675	1
1244221	1244221	2
2528570	2528570	2
3242706	3242706	1
3834600	3834600	1
5053106	5053106	1
3987918	3987918	2
5526064	5526064	1
4792802	4792802	1
2053161	2053161	2
5708049	5708049	2
1683151	1683151	1
5126534	5126534	2
3354509	3354509	2
3209787	3209787	2
3312355	3312355	2
2816354	2816354	1
1942091	1942091	1
3658778	3658778	2
3185429	3185429	1
5611275	5611275	1
3740873	3740873	1
2741050	2741050	1
5543673	5543673	1
1392735	1392735	1
4402660	4402660	2
2288518	2288518	2
4360466	4360466	2
2094324	2094324	2
3107076	3107076	1
1088647	1088647	2
2251506	2251506	2
2109198	2109198	1
3455261	3455261	1
1970198	1970198	1
3300842	3300842	2
5684962	5684962	2
3338767	3338767	2
1054949	1054949	2
3492804	3492804	2
4833535	4833535	1
4909773	4909773	1
4546344	4546344	2
3389578	3389578	2
3183804	3183804	1
4065114	4065114	1
3032241	3032241	2
5955702	5955702	2
5782758	5782758	2
4134058	4134058	1
1520393	1520393	1
5667235	5667235	1
4397191	4397191	1
2578754	2578754	2
2475535	2475535	2
2143022	2143022	1
3839342	3839342	2
2440792	2440792	1
4848425	4848425	1
1295899	1295899	2
1714260	1714260	1
1869194	1869194	2
3599587	3599587	2
2491226	2491226	2
5755251	5755251	1
4932980	4932980	2
5697649	5697649	2
5434184	5434184	2
4439775	4439775	1
2444437	2444437	2
4424903	4424903	2
3357044	3357044	2
2054603	2054603	2
4486664	4486664	2
2846554	2846554	1
5134454	5134454	1
2649741	2649741	2
3752678	3752678	2
3750932	3750932	2
1984572	1984572	1
5886174	5886174	1
1369304	1369304	1
5595401	5595401	1
4595825	4595825	1
1878598	1878598	1
4618645	4618645	2
2776796	2776796	1
1769633	1769633	2
3847003	3847003	2
3314458	3314458	1
5725330	5725330	1
4787147	4787147	2
5098687	5098687	2
1938978	1938978	2
1675086	1675086	1
4001788	4001788	2
3551905	3551905	2
2010372	2010372	2
4664150	4664150	2
2900792	2900792	2
1851800	1851800	1
5501303	5501303	1
3031211	3031211	1
5413746	5413746	2
1629596	1629596	2
3251056	3251056	2
2275809	2275809	1
2609068	2609068	1
6010541	6010541	2
3502271	3502271	1
1228970	1228970	1
4972467	4972467	1
3308823	3308823	2
3895825	3895825	1
2639192	2639192	2
4436554	4436554	1
3333047	3333047	1
2616149	2616149	2
5713115	5713115	1
3394274	3394274	2
5968608	5968608	2
3596386	3596386	1
2776750	2776750	1
3207210	3207210	2
5971332	5971332	1
5415317	5415317	2
1599786	1599786	2
3738071	3738071	1
3870230	3870230	1
1419706	1419706	1
3815241	3815241	2
3419284	3419284	2
5041235	5041235	2
5850519	5850519	1
4734475	4734475	1
1950928	1950928	2
6016961	6016961	2
5614014	5614014	1
5007305	5007305	1
2783024	2783024	1
3764950	3764950	2
5830347	5830347	2
3904793	3904793	2
2630918	2630918	2
4121730	4121730	2
4090011	4090011	2
2547439	2547439	2
1566972	1566972	1
3587945	3587945	2
5642773	5642773	2
5537875	5537875	2
1087127	1087127	1
2242053	2242053	2
4862311	4862311	2
1962601	1962601	1
5610052	5610052	2
2084452	2084452	1
4878736	4878736	1
4633171	4633171	1
5939575	5939575	1
1481153	1481153	2
5183207	5183207	2
4153547	4153547	1
4525054	4525054	1
1223554	1223554	2
4471610	4471610	1
2762347	2762347	2
2799063	2799063	1
1519557	1519557	2
1257988	1257988	2
4824995	4824995	1
3610458	3610458	2
4162336	4162336	2
2762719	2762719	1
1338940	1338940	2
5436350	5436350	2
2738355	2738355	1
4842737	4842737	1
5855308	5855308	2
2332744	2332744	1
1472618	1472618	2
5607209	5607209	2
3210758	3210758	2
2963065	2963065	1
5891245	5891245	1
2261719	2261719	1
1972240	1972240	1
2027054	2027054	1
5414618	5414618	2
3815454	3815454	1
1586579	1586579	1
1867321	1867321	2
1216311	1216311	1
5277384	5277384	2
4217959	4217959	2
3780011	3780011	2
3310219	3310219	2
2595026	2595026	2
4938214	4938214	1
2903187	2903187	1
1971951	1971951	2
1078762	1078762	2
5637363	5637363	2
4242298	4242298	1
2834995	2834995	1
2658810	2658810	1
5705849	5705849	1
4482043	4482043	1
2518202	2518202	1
1886412	1886412	1
1483959	1483959	1
4475830	4475830	1
3848128	3848128	2
1354122	1354122	1
5151369	5151369	1
6003531	6003531	1
1010452	1010452	2
1525632	1525632	1
3137381	3137381	2
1561364	1561364	1
3797226	3797226	2
2151315	2151315	2
1926425	1926425	1
1506847	1506847	1
3482730	3482730	1
4502837	4502837	1
1952977	1952977	2
5855905	5855905	1
2346181	2346181	2
4572709	4572709	1
3438907	3438907	1
4057169	4057169	2
5488994	5488994	2
3107592	3107592	1
3379627	3379627	2
3548773	3548773	1
3864417	3864417	1
1155668	1155668	1
3681408	3681408	2
3696773	3696773	1
1797923	1797923	2
2627508	2627508	1
4915396	4915396	1
1130313	1130313	2
2243001	2243001	2
3123240	3123240	2
1269506	1269506	1
2346698	2346698	2
1200854	1200854	1
2174323	2174323	1
4320743	4320743	2
3092111	3092111	2
3982623	3982623	2
3662642	3662642	1
5282664	5282664	2
4501610	4501610	2
2439349	2439349	2
3961030	3961030	1
5514011	5514011	1
3360699	3360699	1
5031704	5031704	1
4893522	4893522	2
5974979	5974979	2
4595058	4595058	2
5477424	5477424	2
5397323	5397323	2
2451273	2451273	2
5550879	5550879	2
3085400	3085400	1
1480937	1480937	1
4784311	4784311	1
1693097	1693097	1
4251634	4251634	2
1096135	1096135	2
3824081	3824081	2
2036345	2036345	2
3331873	3331873	1
1370040	1370040	1
4347471	4347471	2
2119308	2119308	2
5364920	5364920	1
2415246	2415246	1
1151933	1151933	2
3625050	3625050	1
4347844	4347844	1
4951493	4951493	1
5103345	5103345	1
5337748	5337748	1
4734310	4734310	2
5032210	5032210	2
1857359	1857359	1
2048150	2048150	2
4665681	4665681	2
1461467	1461467	1
2944115	2944115	2
3556064	3556064	1
3678215	3678215	2
2947510	2947510	2
3154620	3154620	2
1870972	1870972	1
3977351	3977351	2
4336333	4336333	1
3480245	3480245	2
4591764	4591764	2
5627400	5627400	2
4515460	4515460	1
5445657	5445657	1
3655531	3655531	2
4134359	4134359	1
2705663	2705663	1
3134687	3134687	1
2970937	2970937	1
3815820	3815820	1
1720863	1720863	1
3087297	3087297	1
3758813	3758813	2
1654986	1654986	1
2867431	2867431	2
5508838	5508838	1
4580216	4580216	1
3302868	3302868	1
1778528	1778528	2
5097240	5097240	2
2711911	2711911	1
1799852	1799852	2
5588718	5588718	1
1197181	1197181	2
1450059	1450059	2
2598642	2598642	2
1392061	1392061	1
1800734	1800734	1
1427379	1427379	2
1408185	1408185	2
1048516	1048516	2
5034171	5034171	2
3114338	3114338	2
2790725	2790725	1
3860845	3860845	2
1427213	1427213	2
2982990	2982990	1
2509635	2509635	2
5217480	5217480	1
5805906	5805906	1
5071954	5071954	1
5352579	5352579	2
1368286	1368286	1
5397610	5397610	2
5911315	5911315	2
3194080	3194080	1
1013503	1013503	1
4908893	4908893	2
1716386	1716386	1
3619167	3619167	1
5894837	5894837	2
5458221	5458221	1
5086565	5086565	2
4506403	4506403	1
4938493	4938493	2
2223241	2223241	1
2812976	2812976	2
5214949	5214949	1
2490817	2490817	2
5276873	5276873	2
4185045	4185045	1
2175364	2175364	2
2701174	2701174	2
4129212	4129212	2
3392194	3392194	2
1399615	1399615	1
1307883	1307883	2
3968377	3968377	1
1546265	1546265	2
2847744	2847744	2
4806266	4806266	2
2281859	2281859	2
1239837	1239837	2
2344500	2344500	2
1248174	1248174	2
2482892	2482892	2
2197806	2197806	2
3506499	3506499	2
4694434	4694434	2
4638922	4638922	2
1811887	1811887	1
1808383	1808383	2
4775014	4775014	2
2844866	2844866	2
2392105	2392105	2
5796619	5796619	1
2014451	2014451	2
5259282	5259282	2
5555656	5555656	2
5542275	5542275	1
4592790	4592790	2
3203290	3203290	2
2132592	2132592	2
1070235	1070235	2
4638548	4638548	1
3961682	3961682	2
4060094	4060094	2
1752553	1752553	2
4293749	4293749	1
2754185	2754185	2
5305601	5305601	1
4408902	4408902	2
2842708	2842708	1
2378943	2378943	1
2020797	2020797	1
3722954	3722954	2
2689713	2689713	2
1445036	1445036	2
3478027	3478027	1
5147716	5147716	2
1786262	1786262	2
2117790	2117790	1
4640524	4640524	1
5541558	5541558	1
3247269	3247269	1
3246750	3246750	1
5723679	5723679	2
2756343	2756343	2
1126617	1126617	1
2197934	2197934	2
1949411	1949411	1
3599641	3599641	1
4092865	4092865	1
2570266	2570266	1
4411338	4411338	1
5928321	5928321	1
1052072	1052072	2
5279153	5279153	2
5706718	5706718	2
3980817	3980817	2
1550275	1550275	2
2150848	2150848	2
5351273	5351273	2
3467161	3467161	2
3692030	3692030	2
3032673	3032673	2
1460538	1460538	2
3415988	3415988	1
5433124	5433124	2
1504739	1504739	1
1686612	1686612	1
1440172	1440172	1
4187522	4187522	1
5830159	5830159	2
5481926	5481926	1
1482040	1482040	1
5689183	5689183	2
2174498	2174498	2
3288512	3288512	1
5723317	5723317	2
1040500	1040500	1
3269140	3269140	1
4181020	4181020	2
2513557	2513557	1
4511406	4511406	2
5043453	5043453	1
2593850	2593850	1
5073167	5073167	1
5105531	5105531	2
3908056	3908056	2
2531602	2531602	1
5258693	5258693	1
3143315	3143315	1
3590694	3590694	2
1021854	1021854	2
5819172	5819172	2
5801623	5801623	2
5477018	5477018	2
5173793	5173793	1
1287434	1287434	2
1808560	1808560	1
4409821	4409821	2
1998169	1998169	2
5862752	5862752	2
2546436	2546436	2
5423896	5423896	1
4239422	4239422	2
3139241	3139241	2
5549917	5549917	2
5998598	5998598	2
5758053	5758053	1
1961548	1961548	1
1452848	1452848	2
2756297	2756297	2
3790710	3790710	1
4955032	4955032	2
2758293	2758293	2
4175767	4175767	2
1918359	1918359	2
5410252	5410252	2
2895283	2895283	1
4886256	4886256	2
1905655	1905655	2
3463403	3463403	1
1433331	1433331	2
4594943	4594943	1
4925554	4925554	1
2690089	2690089	2
5533036	5533036	2
1552436	1552436	1
1149211	1149211	1
1829718	1829718	2
3888573	3888573	2
5094672	5094672	1
4483529	4483529	1
1679258	1679258	2
2325600	2325600	2
4000342	4000342	1
5967709	5967709	1
1556938	1556938	1
1846702	1846702	1
4240582	4240582	2
4996419	4996419	2
2077010	2077010	1
2477763	2477763	2
4399575	4399575	1
5462969	5462969	2
1664184	1664184	2
1357471	1357471	2
4704947	4704947	2
4917445	4917445	2
4999470	4999470	1
5967780	5967780	2
4182366	4182366	2
5741689	5741689	2
1222097	1222097	2
3487858	3487858	2
2329270	2329270	2
4984720	4984720	2
4842641	4842641	2
4507667	4507667	1
2480949	2480949	2
1883031	1883031	1
1270229	1270229	1
1735344	1735344	2
4395772	4395772	1
3380469	3380469	1
2508424	2508424	1
4914058	4914058	2
5313694	5313694	2
1919796	1919796	1
2386769	2386769	2
4409753	4409753	2
4393355	4393355	2
2582340	2582340	1
2124807	2124807	1
1125195	1125195	2
2400142	2400142	1
1477613	1477613	1
2036528	2036528	2
5539689	5539689	1
1238060	1238060	1
1297155	1297155	2
1107610	1107610	2
4499072	4499072	2
5141432	5141432	1
1374211	1374211	1
2355163	2355163	2
3739755	3739755	1
2214967	2214967	1
2719262	2719262	2
3330837	3330837	2
4472303	4472303	2
3018242	3018242	2
5583971	5583971	1
4148461	4148461	2
4708013	4708013	1
2136194	2136194	2
2251646	2251646	1
3570850	3570850	2
1049253	1049253	2
4238596	4238596	2
4602272	4602272	2
1348212	1348212	2
3241484	3241484	2
5421030	5421030	1
5313480	5313480	2
4591107	4591107	1
5909275	5909275	2
5864603	5864603	1
2357254	2357254	1
4618663	4618663	2
1895845	1895845	2
4254057	4254057	1
3507921	3507921	1
1899575	1899575	2
4061084	4061084	2
4092053	4092053	2
5372387	5372387	2
4695068	4695068	2
2500707	2500707	2
1889138	1889138	1
2104815	2104815	1
5955886	5955886	2
1189375	1189375	2
4727201	4727201	2
1428160	1428160	2
5083247	5083247	1
3826486	3826486	1
4989349	4989349	2
1317697	1317697	2
5466839	5466839	2
2516806	2516806	1
4663548	4663548	1
3704592	3704592	2
5934485	5934485	2
5366418	5366418	1
2622110	2622110	1
2871830	2871830	2
3567982	3567982	1
3779642	3779642	1
4294225	4294225	1
2658725	2658725	1
5984520	5984520	1
2168071	2168071	2
4667804	4667804	2
4804311	4804311	1
3620950	3620950	1
2109915	2109915	1
4571383	4571383	1
2113431	2113431	2
1001372	1001372	1
2192973	2192973	1
5419520	5419520	2
2343927	2343927	2
2641390	2641390	2
2369817	2369817	2
3199499	3199499	1
2275349	2275349	2
5131263	5131263	1
3192951	3192951	2
5227995	5227995	2
5455191	5455191	1
4931353	4931353	1
2528001	2528001	2
5231105	5231105	2
4495342	4495342	1
5741347	5741347	2
3295055	3295055	2
2021114	2021114	2
5100294	5100294	1
4176306	4176306	2
5954271	5954271	2
2404010	2404010	2
1587509	1587509	2
2515538	2515538	2
3007138	3007138	1
1532625	1532625	2
4756800	4756800	2
1548849	1548849	2
4215326	4215326	2
2364424	2364424	1
3789703	3789703	2
4338044	4338044	2
1997787	1997787	1
3021518	3021518	1
3369415	3369415	1
1588048	1588048	1
5618928	5618928	2
5771999	5771999	1
4593818	4593818	1
2699143	2699143	1
5087574	5087574	2
3032344	3032344	1
3813846	3813846	1
3139344	3139344	2
5571209	5571209	2
1897262	1897262	1
4111897	4111897	2
1075980	1075980	2
4586654	4586654	1
4327871	4327871	2
4454998	4454998	2
5437220	5437220	2
1230519	1230519	1
2114442	2114442	2
1216882	1216882	2
3769576	3769576	1
5550040	5550040	1
5005555	5005555	1
3906652	3906652	2
1318575	1318575	1
3301246	3301246	2
5595223	5595223	2
4527980	4527980	2
5892247	5892247	1
4509423	4509423	2
4046151	4046151	2
1989642	1989642	2
3782749	3782749	2
4099789	4099789	2
1009204	1009204	1
1996926	1996926	2
2629177	2629177	1
5485415	5485415	2
3440740	3440740	1
2270536	2270536	2
5812557	5812557	2
5399485	5399485	2
4391544	4391544	1
4500255	4500255	1
2119984	2119984	2
2634718	2634718	1
4592600	4592600	1
1838385	1838385	1
2919873	2919873	2
4169003	4169003	2
2454778	2454778	2
3606761	3606761	1
3611193	3611193	1
4633661	4633661	2
5811621	5811621	2
4656076	4656076	1
4675576	4675576	2
5157345	5157345	1
3994499	3994499	2
5341438	5341438	2
3677484	3677484	2
3050411	3050411	2
1483549	1483549	2
3896906	3896906	2
1455224	1455224	1
3439072	3439072	1
3700666	3700666	1
3364843	3364843	2
3360074	3360074	2
5948037	5948037	1
5434339	5434339	1
4182585	4182585	1
1226897	1226897	1
3062349	3062349	1
3591160	3591160	1
3118285	3118285	2
4269725	4269725	2
2962091	2962091	1
2216483	2216483	2
1043924	1043924	1
2330446	2330446	1
1537653	1537653	2
2968601	2968601	2
5790381	5790381	2
4652800	4652800	2
3956093	3956093	1
2192248	2192248	1
3742553	3742553	1
4400555	4400555	1
3666357	3666357	1
4931660	4931660	1
5974709	5974709	2
4949882	4949882	2
1839119	1839119	2
4847949	4847949	2
3558706	3558706	2
2505682	2505682	1
4808839	4808839	1
1314620	1314620	2
2200994	2200994	1
4146125	4146125	2
2379002	2379002	1
3699791	3699791	1
5873584	5873584	2
2039533	2039533	2
1659218	1659218	2
1211384	1211384	2
4223777	4223777	2
1063630	1063630	2
5073519	5073519	2
2220107	2220107	1
4342739	4342739	2
3461554	3461554	2
2747138	2747138	1
5478920	5478920	1
3720921	3720921	1
3006139	3006139	2
6010035	6010035	1
2820356	2820356	2
5918827	5918827	2
1568999	1568999	1
5205182	5205182	2
3374622	3374622	2
1896283	1896283	1
3584274	3584274	1
2590907	2590907	2
5863376	5863376	1
5916552	5916552	1
5757949	5757949	1
4171993	4171993	1
1156536	1156536	2
2717657	2717657	1
2326450	2326450	1
3562862	3562862	2
4328761	4328761	2
4461027	4461027	2
5088986	5088986	1
5675748	5675748	2
1382656	1382656	2
4581589	4581589	1
5679296	5679296	1
3413548	3413548	1
5738431	5738431	2
2728535	2728535	2
2176173	2176173	2
4216134	4216134	2
1642654	1642654	2
5469988	5469988	1
4231620	4231620	1
2835423	2835423	1
1416188	1416188	2
1564295	1564295	1
2805978	2805978	1
1110655	1110655	1
1681927	1681927	1
4579901	4579901	2
5389118	5389118	2
3975623	3975623	1
1999675	1999675	2
4307371	4307371	1
2559093	2559093	2
5158130	5158130	1
1933486	1933486	2
3613158	3613158	2
3942076	3942076	2
2500811	2500811	2
3593425	3593425	1
5972026	5972026	1
5028222	5028222	1
4247459	4247459	2
4221716	4221716	2
5442355	5442355	2
4793130	4793130	2
3764357	3764357	1
4321944	4321944	2
5106449	5106449	2
1560244	1560244	1
3544698	3544698	2
1264400	1264400	2
4148023	4148023	2
3410840	3410840	1
5780602	5780602	2
3912034	3912034	2
1945557	1945557	1
1217166	1217166	2
3104367	3104367	2
4496082	4496082	1
4625445	4625445	1
5323255	5323255	1
3873187	3873187	1
5371423	5371423	2
4260200	4260200	2
4699957	4699957	2
4194994	4194994	2
1623044	1623044	2
4500192	4500192	1
2587183	2587183	2
1342043	1342043	2
1136090	1136090	2
1577027	1577027	1
1423248	1423248	1
4090648	4090648	2
4624497	4624497	1
3681083	3681083	1
4239747	4239747	1
3576449	3576449	1
1256497	1256497	2
2283884	2283884	2
1956404	1956404	2
3204942	3204942	1
1389445	1389445	1
1442318	1442318	1
3388959	3388959	2
5802965	5802965	2
2144444	2144444	1
4587851	4587851	1
5262238	5262238	2
1646959	1646959	1
5227783	5227783	2
2201019	2201019	1
4657199	4657199	1
3277363	3277363	2
1930502	1930502	2
5824360	5824360	2
2018950	2018950	1
3262101	3262101	1
2465063	2465063	2
1647569	1647569	1
5203831	5203831	1
1018351	1018351	1
4261201	4261201	1
1944130	1944130	1
5431134	5431134	1
5865811	5865811	1
5505941	5505941	1
2539795	2539795	1
1035556	1035556	1
3539458	3539458	1
4828832	4828832	1
3849598	3849598	2
4584923	4584923	2
3815158	3815158	2
2624456	2624456	1
2139662	2139662	2
2723102	2723102	2
-2	-2	NA
2374108	2374108	1
1543164	1543164	2
1897476	1897476	1
1119951	1119951	1
4383666	4383666	2
1039672	1039672	2
1269613	1269613	2
2277510	2277510	2
2514326	2514326	1
1162694	1162694	1
5792162	5792162	2
3962258	3962258	1
4924040	4924040	2
2818657	2818657	1
2223688	2223688	2
2435773	2435773	2
4628682	4628682	1
6016723	6016723	1
5501286	5501286	2
4916962	4916962	2
1940535	1940535	2
4856378	4856378	1
2280737	2280737	1
3187870	3187870	1
3853553	3853553	1
2690299	2690299	2
5261193	5261193	1
3433007	3433007	1
4970787	4970787	1
4793484	4793484	2
2474073	2474073	2
3407279	3407279	2
2145478	2145478	2
2201663	2201663	1
4873436	4873436	2
1959018	1959018	2
5120584	5120584	1
1210343	1210343	2
5805245	5805245	1
5734388	5734388	2
2758104	2758104	2
2519585	2519585	2
1824210	1824210	1
5131141	5131141	1
3373659	3373659	1
4393271	4393271	2
1399837	1399837	1
1964211	1964211	1
5472699	5472699	2
2553776	2553776	2
6021886	6021886	2
1025107	1025107	2
2004032	2004032	1
3768159	3768159	2
1365684	1365684	2
4588244	4588244	2
5867383	5867383	1
1967065	1967065	2
2540918	2540918	1
5614062	5614062	2
5878442	5878442	2
4464611	4464611	2
3782882	3782882	2
1217717	1217717	2
1547350	1547350	1
4978387	4978387	1
4334701	4334701	2
4437219	4437219	2
4031537	4031537	2
4976704	4976704	2
1251164	1251164	1
3655362	3655362	2
3683498	3683498	2
4114886	4114886	1
1663296	1663296	1
5905050	5905050	1
5088246	5088246	1
3111874	3111874	2
2617770	2617770	1
3488409	3488409	1
2784639	2784639	1
4637562	4637562	2
5422052	5422052	1
3573794	3573794	2
4009997	4009997	1
3591489	3591489	2
4967567	4967567	1
2496345	2496345	2
2067740	2067740	2
1345100	1345100	2
3938033	3938033	2
5868586	5868586	2
3253690	3253690	2
5717236	5717236	2
3140571	3140571	1
1058477	1058477	1
5208290	5208290	2
3884032	3884032	2
4925400	4925400	2
4204199	4204199	1
5686530	5686530	1
3166243	3166243	2
5478299	5478299	1
4487170	4487170	2
4660251	4660251	2
4425942	4425942	1
5036406	5036406	2
5200119	5200119	2
4664680	4664680	1
4524906	4524906	1
5793548	5793548	2
2166288	2166288	1
3796303	3796303	1
1367451	1367451	1
5361653	5361653	2
4291064	4291064	2
4102251	4102251	1
4031732	4031732	1
4714418	4714418	2
2720105	2720105	2
3088806	3088806	1
1661685	1661685	1
5477268	5477268	2
1141269	1141269	2
3167939	3167939	2
5511956	5511956	2
3365446	3365446	2
3345178	3345178	2
5998635	5998635	2
3862156	3862156	2
5520035	5520035	2
1253595	1253595	1
4878523	4878523	1
4477075	4477075	1
4189583	4189583	2
1134778	1134778	2
1114191	1114191	1
5445730	5445730	2
4112662	4112662	2
4401446	4401446	2
4558160	4558160	2
5558010	5558010	1
2702531	2702531	2
3158569	3158569	1
2976064	2976064	1
2456385	2456385	2
2642933	2642933	1
1249835	1249835	1
3594007	3594007	1
1282609	1282609	1
2744384	2744384	1
3458114	3458114	1
4870483	4870483	2
3389820	3389820	2
2500521	2500521	1
1903866	1903866	2
1279670	1279670	2
5357174	5357174	1
4564417	4564417	1
3404192	3404192	2
4162483	4162483	2
5258758	5258758	2
1941816	1941816	1
5097446	5097446	2
3747517	3747517	2
2724253	2724253	1
3087734	3087734	1
5233046	5233046	1
1182112	1182112	1
4703174	4703174	2
4645982	4645982	1
1512737	1512737	1
4152967	4152967	1
3292598	3292598	1
3950975	3950975	1
2024311	2024311	1
4799726	4799726	1
5922488	5922488	1
4805936	4805936	1
3406081	3406081	1
3366886	3366886	1
5037474	5037474	2
2971801	2971801	1
2146784	2146784	1
3599212	3599212	2
1936110	1936110	1
3253672	3253672	1
1262583	1262583	1
5209841	5209841	2
5711893	5711893	2
1319713	1319713	1
2866241	2866241	1
5743836	5743836	2
5352484	5352484	2
2093359	2093359	2
2887092	2887092	2
3977188	3977188	2
2565487	2565487	2
4790055	4790055	2
3627752	3627752	2
1951064	1951064	1
5236870	5236870	2
4173554	4173554	1
4994154	4994154	2
4997090	4997090	2
4760704	4760704	1
5446643	5446643	1
1816574	1816574	1
4366501	4366501	1
1423863	1423863	2
5988283	5988283	1
4339926	4339926	2
3632657	3632657	2
1674961	1674961	1
2808804	2808804	1
5588208	5588208	2
5758367	5758367	1
4019098	4019098	2
3270107	3270107	1
5053289	5053289	2
1192856	1192856	1
4861775	4861775	1
2797287	2797287	2
4405672	4405672	2
1237472	1237472	1
5767772	5767772	2
3390620	3390620	1
3924481	3924481	1
6000382	6000382	1
5191588	5191588	2
4921834	4921834	1
2770416	2770416	1
1887911	1887911	2
5205964	5205964	2
3535083	3535083	2
1463145	1463145	2
5371728	5371728	2
5623218	5623218	1
3429826	3429826	2
3542282	3542282	2
5537648	5537648	1
5977160	5977160	1
1824339	1824339	2
3138962	3138962	2
5184616	5184616	1
5416851	5416851	2
4274003	4274003	2
4896129	4896129	2
5833687	5833687	2
4686556	4686556	1
2616283	2616283	1
1718162	1718162	1
1204419	1204419	2
1138168	1138168	2
2248100	2248100	2
1720477	1720477	1
1878373	1878373	2
2150045	2150045	1
2207042	2207042	2
5392057	5392057	1
5580571	5580571	2
4884902	4884902	1
3525725	3525725	1
2954149	2954149	1
1691447	1691447	1
3983186	3983186	1
5971221	5971221	1
4083035	4083035	2
5127105	5127105	1
5070031	5070031	1
5785195	5785195	2
3094409	3094409	1
5847631	5847631	2
2570284	2570284	2
2112381	2112381	2
1705418	1705418	1
3161905	3161905	1
1083069	1083069	1
1023060	1023060	2
1756195	1756195	1
1968809	1968809	1
5688289	5688289	2
3656162	3656162	2
1814829	1814829	2
1361255	1361255	1
1525067	1525067	1
1123827	1123827	2
3924958	3924958	1
5512863	5512863	2
5029167	5029167	1
5673047	5673047	2
5532266	5532266	2
4320452	4320452	1
2986356	2986356	2
3033742	3033742	1
5038703	5038703	2
5721814	5721814	2
1876547	1876547	1
4173751	4173751	1
3224595	3224595	1
5160262	5160262	2
1818124	1818124	1
1751911	1751911	1
4278246	4278246	2
1987219	1987219	1
4840950	4840950	1
2870974	2870974	2
5510608	5510608	2
2213075	2213075	2
2129983	2129983	2
5855451	5855451	1
2929778	2929778	2
4562018	4562018	2
